epoch_duration,n_epochs,seed,noise_sigma,onset_threshold,onset_threshold_mode,c_high,c_low,expected_dwell,expected_switching_rate,expected_mean_sync,n_wcc_samples,peak_amplitude,dwell_time,switching_rate,mean_synchrony,onset_latency,rise_time,recovery_time,synchrony_entropy,bimodality_coefficient,fraction_above_threshold,inter_peak_cv,first_peak_time,onset_latency_imputed,rise_time_imputed,recovery_time_imputed,onset_defined,rise_defined,recovery_defined
15.0,2,2000,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9475165403408645,4.684210526315789,3.7436762225969646,0.025873046941320307,29.0,,6.0,4.103163887393735,0.44777890999290443,0.15345699831365936,1.0643208852492598,31.0,29.0,30.0,6.0,1.0,0.0,1.0
15.0,2,2001,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.8791964743033698,4.368421052631579,3.7436762225969646,0.0821401887223701,16.0,4.0,3.0,4.10816682427496,0.4757835023228373,0.163575042158516,1.1915930703678126,4.0,16.0,4.0,3.0,1.0,1.0,1.0
15.0,2,2002,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9524727623956144,5.235294117647059,3.338954468802698,0.09283788574321857,28.0,,2.0,4.1227813911192746,0.42877230759011753,0.16526138279932545,1.2128010268135785,28.0,28.0,30.0,2.0,1.0,0.0,1.0
15.0,2,2003,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9521453519686061,4.588235294117647,3.338954468802698,0.04430106112429543,26.0,2.0,5.0,4.084895051986988,0.43071937912734054,0.13490725126475547,1.169299090060198,3.0,26.0,2.0,5.0,1.0,1.0,1.0
15.0,2,2004,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.922368408700577,4.2727272727272725,4.350758853288364,0.09253523257803625,25.0,2.0,7.0,4.101358383126834,0.4387711868948755,0.16694772344013492,1.127575044937899,2.0,25.0,2.0,7.0,1.0,1.0,1.0
15.0,2,2005,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.988202208345252,4.1923076923076925,5.059021922428331,0.11335106502627583,30.0,,8.0,4.040554586173783,0.49410168394468296,0.1973018549747049,1.0796037324189025,21.0,30.0,30.0,8.0,1.0,0.0,1.0
15.0,2,2006,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9153700218442905,4.055555555555555,3.642495784148398,0.0380100414360534,2.0,1.0,3.0,4.096195444130131,0.4413147412389603,0.12478920741989882,1.102669469089252,7.0,2.0,1.0,3.0,1.0,1.0,1.0
15.0,2,2007,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9480087950769837,4.4,2.9342327150084317,0.07685357448131809,26.0,,3.0,4.008112155844541,0.3797725495629225,0.12310286677908938,1.2795061022810104,28.0,26.0,30.0,3.0,1.0,0.0,1.0
15.0,2,2008,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9254801121906037,3.857142857142857,4.148397976391231,0.05642696853435144,17.0,,6.0,4.176847336026951,0.4349380728733437,0.13490725126475547,1.0567787784876301,18.0,17.0,30.0,6.0,1.0,0.0,1.0
15.0,2,2009,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.922331250260609,4.476190476190476,4.148397976391231,0.08963552895361214,12.0,,4.0,4.099352438891065,0.4249059952553075,0.16188870151770657,1.4526679660081503,12.0,12.0,30.0,4.0,1.0,0.0,1.0
15.0,2,2010,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9685113116790234,5.684210526315789,3.7436762225969646,0.11705057357767211,25.0,4.0,4.0,4.1355593336062935,0.4453509614156192,0.19561551433389546,1.0660554378223301,12.0,25.0,4.0,4.0,1.0,1.0,1.0
15.0,2,2011,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9438586985910828,6.2,2.9342327150084317,0.07292530836745979,5.0,,5.0,4.087014992522993,0.4386195902053234,0.16526138279932545,1.60855719295892,7.0,5.0,30.0,5.0,1.0,0.0,1.0
15.0,2,2012,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9921167681430265,4.904761904761905,4.0472175379426645,0.1047672624353051,27.0,,8.0,4.089075111122618,0.4286964437359275,0.1736930860033727,1.4331025819711924,32.0,27.0,30.0,8.0,1.0,0.0,1.0
15.0,2,2013,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9449020431385857,4.8,3.946037099494098,0.05308097450869927,27.0,4.0,4.0,4.130103507798069,0.4560468295617122,0.17200674536256325,1.039895509029845,5.0,27.0,4.0,4.0,1.0,1.0,1.0
15.0,2,2014,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.966048893624719,4.25,3.136593591905565,-0.0019282008852918714,24.0,,4.0,4.097924098072722,0.4335054856959046,0.12310286677908938,1.1320534597004503,7.0,24.0,30.0,4.0,1.0,0.0,1.0
15.0,2,2015,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9247180017016734,4.105263157894737,3.7436762225969646,0.05538422136508049,28.0,,6.0,4.088265891200251,0.40511318583488676,0.1467116357504216,1.126554274395957,17.0,28.0,30.0,6.0,1.0,0.0,1.0
15.0,2,2016,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9208702679273413,4.333333333333333,2.833052276559865,0.01509660110619196,29.0,,7.0,4.09470190456698,0.4212798853212833,0.11467116357504216,1.0649288237091699,30.0,29.0,30.0,7.0,1.0,0.0,1.0
15.0,2,2017,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9456486006541504,5.761904761904762,4.148397976391231,0.14219894316040746,18.0,,3.0,4.070387832674376,0.429252245585503,0.20404721753794267,1.2783308015764876,18.0,18.0,30.0,3.0,1.0,0.0,1.0
15.0,2,2018,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9103429085222536,5.2727272727272725,4.350758853288364,0.11792453738827749,16.0,,8.0,4.1528924270643355,0.4568487673679088,0.20067453625632378,1.2587589507229089,11.0,16.0,30.0,8.0,1.0,0.0,1.0
15.0,2,2019,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9513853802017778,4.6,3.946037099494098,0.09874340212592252,21.0,,5.0,4.061776448111412,0.3949336325981879,0.16526138279932545,1.2262243856187105,22.0,21.0,30.0,5.0,1.0,0.0,1.0
15.0,2,2020,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9523628391858399,5.5625,3.136593591905565,0.04705407472333569,27.0,,5.0,4.1376784653491825,0.3951641733748551,0.1551433389544688,1.1226319544079217,16.0,27.0,30.0,5.0,1.0,0.0,1.0
15.0,2,2021,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.8966227017888008,6.125,3.136593591905565,0.06326338478692985,28.0,5.0,5.0,4.131691985802054,0.43083280176926086,0.15851602023608768,1.45087052551781,12.0,28.0,5.0,5.0,1.0,1.0,1.0
15.0,2,2022,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9129854834120257,5.277777777777778,3.5413153456998314,0.07040173124098567,33.0,3.0,3.0,4.160210063658007,0.44746177035918355,0.17200674536256325,1.0621289534854983,3.0,33.0,3.0,3.0,1.0,1.0,1.0
15.0,2,2023,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.8654055491929812,3.8636363636363638,4.350758853288364,0.06398067253496713,6.0,,3.0,4.0947400803580924,0.4472673048313812,0.1551433389544688,0.880518292453382,8.0,6.0,30.0,3.0,1.0,0.0,1.0
15.0,2,2024,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9049122050800564,5.142857142857143,2.7318718381112985,0.007098291064306651,19.0,,7.0,4.140006216402833,0.4376322613163402,0.12478920741989882,1.1840199221349557,19.0,19.0,30.0,7.0,1.0,0.0,1.0
15.0,2,2025,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9630479702776601,4.625,3.0354131534569984,0.029980276300259866,31.0,,4.0,4.1156302626438945,0.4240579899076077,0.1315345699831366,1.2944585901604055,4.0,31.0,30.0,4.0,1.0,0.0,1.0
15.0,2,2026,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9511405606322973,6.9375,3.136593591905565,0.06950193334781245,28.0,1.0,3.0,4.095875651409109,0.4360919826862188,0.19224283305227655,1.4964912788016242,29.0,28.0,1.0,3.0,1.0,1.0,1.0
15.0,2,2027,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9665019618001554,4.428571428571429,2.630691399662732,0.08426244310549878,28.0,3.0,5.0,3.9467152543307957,0.35856735367223336,0.10961214165261383,0.9505867055848847,6.0,28.0,3.0,5.0,1.0,1.0,1.0
15.0,2,2028,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.8613462839288746,5.105263157894737,3.7436762225969646,0.07353893251124975,6.0,,2.0,4.0231194867550455,0.40218864479417976,0.1551433389544688,1.0687734849403185,6.0,6.0,30.0,2.0,1.0,0.0,1.0
15.0,2,2029,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9367766454034407,5.647058823529412,3.440134907251265,0.07155519304419446,23.0,4.0,7.0,4.102666712583392,0.44412008141996123,0.17200674536256325,1.451593224619343,2.0,23.0,4.0,7.0,1.0,1.0,1.0
15.0,4,2000,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9696632377514202,5.842105263157895,3.7436762225969646,0.06015277888087106,29.0,,6.0,4.147194507718895,0.46246136232920976,0.18887015177065766,1.1541652572477503,31.0,29.0,30.0,6.0,1.0,0.0,1.0
15.0,4,2001,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9390897532899234,5.888888888888889,3.5413153456998314,0.1236936268523296,16.0,4.0,3.0,4.033462045671672,0.466491446161828,0.20404721753794267,1.2693158750672247,4.0,16.0,4.0,3.0,1.0,1.0,1.0
15.0,4,2002,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9770343196076385,7.133333333333334,2.9342327150084317,0.12472749789088541,28.0,,6.0,4.15865871266013,0.4457660040059732,0.19561551433389546,1.2877558377661922,28.0,28.0,30.0,6.0,1.0,0.0,1.0
15.0,4,2003,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.952145351968605,5.473684210526316,3.7436762225969646,0.08466678854957803,26.0,2.0,5.0,4.129132502552927,0.4534977045789012,0.178752107925801,1.095837504960524,3.0,26.0,2.0,5.0,1.0,1.0,1.0
15.0,4,2004,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9223684087005768,4.708333333333333,4.755480607082631,0.13249215267262598,25.0,2.0,7.0,4.126418790272076,0.43695170283173146,0.20404721753794267,1.1381552331165994,2.0,25.0,2.0,7.0,1.0,1.0,1.0
15.0,4,2005,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9882022083452519,4.964285714285714,5.463743676222597,0.1598341008615728,30.0,,8.0,4.106001374053175,0.4907145167153212,0.24451939291736932,1.1187128434366096,21.0,30.0,30.0,8.0,1.0,0.0,1.0
15.0,4,2006,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9153700218442903,4.761904761904762,4.249578414839798,0.08596382264349742,2.0,1.0,3.0,4.138887066246284,0.4537955044198147,0.1703204047217538,1.0675652063611512,7.0,2.0,1.0,3.0,1.0,1.0,1.0
15.0,4,2007,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9834461935152226,6.928571428571429,2.7318718381112985,0.12633300731297256,26.0,,2.0,4.066308538101894,0.4060911330839971,0.17537942664418213,1.4906616186972996,28.0,26.0,30.0,2.0,1.0,0.0,1.0
15.0,4,2008,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9254801121906033,4.545454545454546,4.350758853288364,0.09957365864265168,17.0,,6.0,4.17349118032522,0.43270568467445086,0.16694772344013492,1.023060595226452,18.0,17.0,30.0,6.0,1.0,0.0,1.0
15.0,4,2009,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9361077446961953,5.3478260869565215,4.5531197301854975,0.14135119751606423,12.0,,7.0,4.113397679197961,0.43823083446080074,0.21079258010118043,1.0410078472477324,12.0,12.0,30.0,7.0,1.0,0.0,1.0
15.0,4,2010,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9685113116790265,7.444444444444445,3.5413153456998314,0.16245507902180503,25.0,4.0,4.0,4.185895246379646,0.46454958098923826,0.23777403035413153,1.128480291628986,12.0,25.0,4.0,4.0,1.0,1.0,1.0
15.0,4,2011,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9438586985910842,7.8,2.9342327150084317,0.11604298044654679,5.0,,5.0,4.114247818395685,0.44707579529245234,0.20404721753794267,1.5523954556294361,7.0,5.0,30.0,5.0,1.0,0.0,1.0
15.0,4,2012,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9921167681430262,6.2272727272727275,4.249578414839798,0.15642030867166312,27.0,,8.0,4.147391572055608,0.44192170339983355,0.2327150084317032,1.6130182729732805,32.0,27.0,30.0,8.0,1.0,0.0,1.0
15.0,4,2013,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9449020431385855,5.95,3.946037099494098,0.09712516356513488,27.0,4.0,4.0,4.165305076733687,0.45309230621917845,0.209106239460371,1.1137070078753912,5.0,27.0,4.0,4.0,1.0,1.0,1.0
15.0,4,2014,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9660488936247189,5.9411764705882355,3.338954468802698,0.04673453722048191,24.0,,4.0,4.1758580557957234,0.4567954761622519,0.1736930860033727,1.3595485799454312,7.0,24.0,30.0,4.0,1.0,0.0,1.0
15.0,4,2015,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9441875776557738,5.1,3.946037099494098,0.09852936451731158,28.0,,10.0,4.119446718741429,0.41036298286670403,0.18549747048903878,1.1463761753695563,17.0,28.0,30.0,10.0,1.0,0.0,1.0
15.0,4,2016,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9552972866908144,5.294117647058823,3.2377740303541316,0.05398766261214639,29.0,,5.0,4.143489446915559,0.43557169433072496,0.15682967959527824,1.2239104579390694,30.0,29.0,30.0,5.0,1.0,0.0,1.0
15.0,4,2017,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.949763309126842,7.285714285714286,4.148397976391231,0.18206200038442952,18.0,,2.0,4.0963044108121744,0.44916677500477004,0.25463743676222594,1.415221426979777,18.0,18.0,30.0,2.0,1.0,0.0,1.0
15.0,4,2018,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9309605935152694,5.608695652173913,4.5531197301854975,0.15189883490480338,16.0,,3.0,4.156826118765951,0.45110949166488995,0.224283305227656,1.217071208851879,11.0,16.0,30.0,3.0,1.0,0.0,1.0
15.0,4,2019,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9513853802017758,5.545454545454546,4.350758853288364,0.13333706024112274,21.0,,5.0,4.1330122659140045,0.4274627028320085,0.2175379426644182,1.3573000895562015,22.0,21.0,30.0,5.0,1.0,0.0,1.0
15.0,4,2020,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9590273117922793,7.176470588235294,3.338954468802698,0.09415263011958014,27.0,,5.0,4.163659683066148,0.41685191380429465,0.20067453625632378,1.3317422364454912,16.0,27.0,30.0,5.0,1.0,0.0,1.0
15.0,4,2021,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9607736483988968,7.235294117647059,3.338954468802698,0.11214400102886259,28.0,8.0,11.0,4.178249989407282,0.42869835218119734,0.20067453625632378,1.55618872291361,12.0,28.0,8.0,11.0,1.0,1.0,1.0
15.0,4,2022,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9657351508922781,6.052631578947368,3.7436762225969646,0.10047511258092397,33.0,3.0,3.0,4.191997145608143,0.4469682257313413,0.20404721753794267,1.0761125874533035,3.0,33.0,3.0,3.0,1.0,1.0,1.0
15.0,4,2023,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9243656820177326,4.7727272727272725,4.350758853288364,0.09905726131480214,6.0,,2.0,4.113980021068471,0.45241083220174466,0.18718381112984822,0.8305760097484198,8.0,6.0,30.0,2.0,1.0,0.0,1.0
15.0,4,2024,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9049122050800565,6.6,2.9342327150084317,0.05900753817374419,19.0,,7.0,4.215189712046957,0.45835622943213544,0.17200674536256325,1.278526535671043,19.0,19.0,30.0,7.0,1.0,0.0,1.0
15.0,4,2025,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9668280398301047,5.5,3.440134907251265,0.08392173094719094,31.0,,3.0,4.148787500981489,0.425664210615714,0.1703204047217538,1.3915021438429915,4.0,31.0,30.0,3.0,1.0,0.0,1.0
15.0,4,2026,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9818637788629493,7.470588235294118,3.338954468802698,0.09645774623547,28.0,1.0,8.0,4.136550435506252,0.451004666546653,0.22259696458684655,1.573506793316901,29.0,28.0,1.0,8.0,1.0,1.0,1.0
15.0,4,2027,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9670438278464163,5.333333333333333,2.833052276559865,0.11524651497753628,28.0,3.0,3.0,3.976259414298306,0.37219585864766913,0.14165261382799327,0.9691378914105783,6.0,28.0,3.0,3.0,1.0,1.0,1.0
15.0,4,2028,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9315560733361916,5.857142857142857,4.148397976391231,0.11858029489573803,6.0,,3.0,4.033274682683049,0.42395528817900674,0.19898819561551434,1.1971514535699683,6.0,6.0,30.0,3.0,1.0,0.0,1.0
15.0,4,2029,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9367766454034403,6.631578947368421,3.8448566610455313,0.1165091610503169,23.0,4.0,7.0,4.1320526218547995,0.450544333203862,0.21922428330522767,1.4847664357803994,2.0,23.0,4.0,7.0,1.0,1.0,1.0
15.0,8,2000,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9752228088062567,6.913043478260869,4.5531197301854975,0.16913346932920667,29.0,,8.0,4.138662575071008,0.4905557911274897,0.2715008431703204,1.1012635408610978,31.0,29.0,30.0,8.0,1.0,0.0,1.0
15.0,8,2001,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9390897532899214,8.45,3.946037099494098,0.23681303911452714,16.0,4.0,3.0,4.03363718918373,0.5044117284963374,0.3086003372681282,1.2649621124782788,4.0,16.0,4.0,3.0,1.0,1.0,1.0
15.0,8,2002,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.977034319607638,10.0,3.136593591905565,0.19954097525495243,28.0,,6.0,4.197397480615276,0.4975140404894583,0.28161888701517707,1.2479499664642535,28.0,28.0,30.0,6.0,1.0,0.0,1.0
15.0,8,2003,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9812855531426339,6.761904761904762,4.148397976391231,0.16514318041548892,26.0,2.0,5.0,4.137746301572317,0.4629383344292736,0.24451939291736932,1.141471772643764,3.0,26.0,2.0,5.0,1.0,1.0,1.0
15.0,8,2004,0.3,0.5,fixed,0.8,0.15,15.0,2.0,0.47500000000000003,593,0.9746087390546143,6.038461538461538,5.160202360876897,0.1982688792566156,25.0,2.0,4.0,4.144883926132704,0.4591476967708791,0.2765598650927487,1.1465228629948905,2.0,25.0,2.0,4.0,1.0,1.0,1.0
