id,dyad,modality,condition,hz,n_samples,wcc_json
3071_2257__angular__exp3,3071_2257,angular,exp3,2.0,22,"[-0.094461, -0.198681, -0.613966, -0.649014, -0.51439, -0.297191, 0.364565, 0.093766, 0.243123, 0.594447, 0.195665, -0.239612, -0.535964, -0.75856, -0.806082, -0.366785, 0.114828, -0.128077, 0.055894, 0.341393, 0.038404, 0.100386]"
3071_2257__radial__exp3,3071_2257,radial,exp3,2.0,22,"[0.78047, 0.821265, 0.829007, 0.628049, 0.287705, 0.000704, -0.365623, 0.245498, 0.688987, 0.089926, -0.337703, 0.350418, 0.83342, 0.922539, 0.925265, 0.778519, 0.309228, -0.144532, -0.079781, 0.380601, 0.48715, 0.228012]"
3071_2257__angular__exp4,3071_2257,angular,exp4,2.0,22,"[-0.122241, -0.263212, -0.107997, 0.216959, 0.046204, -0.221778, -0.360126, -0.114628, 0.190951, 0.31087, 0.057147, -0.237415, -0.22711, 0.077042, 0.47982, 0.094292, -0.170627, -0.01141, -0.05359, 0.062497, 0.113323, -0.172333]"
3071_2257__radial__exp4,3071_2257,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.016465, 0.016465, null, null, null, null, null, null, null, 0.330306, 0.330306, null, null, null]"
3422_7920__angular__exp1,3422_7920,angular,exp1,2.0,22,"[-0.494976, -0.366378, -0.477031, -0.32263, -0.537696, -0.485607, 0.348256, 0.030262, -0.403325, -0.139404, 0.013407, -0.027033, 0.302014, 0.262249, -0.206796, -0.101665, 0.114932, -0.058896, 0.007604, 0.269015, 0.423027, 0.330468]"
3422_7920__radial__exp1,3422_7920,radial,exp1,2.0,22,"[-0.129967, 0.095285, -0.013102, -0.0, -0.0, 0.0, null, null, null, -0.150634, -0.170584, null, 0.541727, 0.829321, 0.517925, 0.554024, 0.109391, -0.138226, -0.033311, 0.183094, null, -0.320654]"
3422_7920__angular__exp2,3422_7920,angular,exp2,2.0,22,"[-0.830761, -0.840988, -0.892268, -0.844271, -0.798407, -0.704692, -0.778853, -0.903631, -0.491166, -0.466078, -0.735279, -0.302119, 0.283014, 0.238294, 0.028005, -0.055282, -0.657247, -0.638299, -0.645172, -0.624398, -0.038123, 0.050052]"
3422_7920__radial__exp2,3422_7920,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 0.165808, 0.165808, null, null, null]"
3422_7920__angular__exp3,3422_7920,angular,exp3,2.0,22,"[0.118636, -0.472947, -0.611225, -0.051746, -0.374729, -0.54193, -0.278569, -0.327098, -0.272006, -0.403274, -0.261446, 0.10404, 0.070359, -0.617019, -0.540678, -0.020369, -0.067221, -0.276671, -0.053151, -0.197521, -0.281395, 0.008576]"
3422_7920__radial__exp3,3422_7920,radial,exp3,2.0,22,"[0.721856, 0.416061, 0.338704, 0.455018, 0.68231, 0.309539, 0.35091, 0.574981, 0.697962, -0.169235, 0.22392, 0.078167, 0.243928, 0.483768, -0.004836, -0.113866, -0.116735, 0.229096, 0.582996, 0.040786, -0.570654, -0.561564]"
3422_7920__angular__exp4,3422_7920,angular,exp4,2.0,22,"[-0.222218, -0.560076, -0.334507, -0.053365, 0.306098, -0.080886, -0.344874, -0.231747, -0.256524, -0.421832, -0.486942, -0.442801, -0.341513, -0.320939, -0.439849, -0.493827, -0.080389, 0.174884, 0.281368, 0.133275, -0.522302, -0.198039]"
3422_7920__radial__exp4,3422_7920,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, -0.026289, -0.026289, null, null, null, null, null, null, null, 0.66134, 0.66134, null, null, null]"
3756_3358__angular__exp1,3756_3358,angular,exp1,2.0,22,"[-0.371726, -0.529638, -0.730322, -0.607132, -0.230571, -0.102558, -0.400581, -0.177611, -0.210129, -0.202558, 0.183558, -0.034073, -0.182524, 0.086044, -0.249873, -0.313557, -0.090313, 0.009141, -0.071344, -0.299172, -0.339474, -0.324064]"
3756_3358__radial__exp1,3756_3358,radial,exp1,2.0,22,"[-0.0, -0.140511, 0.863094, 0.258844, -0.190905, -0.205007, -0.0892, 0.498836, 0.498071, 0.0, null, null, null, null, -0.152344, -0.248563, -0.253417, -0.113644, 0.676026, 0.851603, null, -0.161025]"
3756_3358__angular__exp2,3756_3358,angular,exp2,2.0,22,"[0.196017, 0.099099, 0.08731, -0.190416, -0.492831, -0.713071, -0.680795, -0.606135, -0.499832, -0.287962, 0.007995, -0.098591, -0.652395, -0.733945, -0.678883, -0.514096, -0.456086, -0.186289, -0.219393, -0.791504, -0.800944, -0.634865]"
3756_3358__angular__exp3,3756_3358,angular,exp3,2.0,22,"[0.268269, 0.094504, -0.549095, -0.708587, -0.122869, 0.11207, -0.01668, -0.109089, -0.107201, 0.083453, 0.203065, 0.288678, 0.461982, -0.097977, -0.587552, -0.34928, -0.055376, 0.392648, 0.184795, -0.263234, -0.457213, -0.220847]"
3756_3358__radial__exp3,3756_3358,radial,exp3,2.0,22,"[0.0, 0.306162, 0.854394, 0.280682, -0.325399, -0.284958, -0.008459, 0.127907, 0.424727, 0.036971, 0.132544, 0.866703, -0.042914, -0.16103, 0.279723, 0.075682, -0.342131, -0.432166, -0.50463, -0.416384, -0.21167, -0.202595]"
3756_3358__angular__exp4,3756_3358,angular,exp4,2.0,22,"[0.234311, 0.034697, -0.154935, -0.28971, -0.432846, -0.27304, 0.129163, 0.142768, -0.000717, -0.480942, -0.44517, -0.476921, -0.327257, -0.433453, -0.45924, -0.445967, -0.41424, -0.064189, -0.191629, -0.276911, -0.096246, -0.023953]"
3756_3358__radial__exp4,3756_3358,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.577286, 0.577286, null, null, null, null, null, null, null, -0.149781, -0.149781, null, null, null]"
3760_5697__angular__exp1,3760_5697,angular,exp1,2.0,22,"[0.078788, -0.148806, -0.137972, -0.100525, -0.175236, -0.299719, -0.387764, -0.279892, -0.228971, -0.485707, -0.628374, -0.23383, -0.405994, -0.25347, -0.155859, -0.572363, -0.275518, 0.221405, -0.260012, -0.341269, -0.239277, -0.564128]"
3760_5697__radial__exp1,3760_5697,radial,exp1,2.0,22,"[0.782466, 0.568335, -0.0, -0.113696, -0.151052, null, -0.145125, -0.237544, -0.186678, null, -0.258426, -0.335208, null, -0.163437, -0.135116, -0.088189, 0.023398, 0.327618, -0.0, -0.110214, -0.136664, -0.162772]"
3760_5697__angular__exp2,3760_5697,angular,exp2,2.0,22,"[-0.864338, -0.556273, -0.233484, -0.432861, -0.078052, -0.127342, -0.736478, -0.76784, -0.568889, -0.707643, -0.683962, -0.321057, -0.296839, -0.448681, 0.026547, 0.189126, -0.430411, -0.455148, 0.060209, -0.262928, -0.61093, -0.676922]"
3760_5697__angular__exp3,3760_5697,angular,exp3,2.0,22,"[0.130136, -0.228127, -0.273793, 0.200265, 0.625601, 0.195988, -0.223569, -0.30659, -0.324008, 0.400414, 0.540197, 0.180292, -0.064525, -0.156264, 0.22272, 0.388206, 0.267844, -0.193314, -0.129284, 0.110287, -0.070532, -0.368456]"
3760_5697__radial__exp3,3760_5697,radial,exp3,2.0,22,"[0.900329, 0.15945, -0.291766, 0.071347, 0.024496, 0.087718, -0.031429, -0.147302, -0.118697, -0.144232, 0.619329, 0.346215, 0.347411, 0.236505, 0.455895, -0.09466, -0.30076, -0.155694, -0.263389, -0.359424, -0.256785, 0.047294]"
3760_5697__angular__exp4,3760_5697,angular,exp4,2.0,22,"[-0.145817, -0.233132, -0.315002, -0.477287, 0.095117, 0.34652, -0.232801, -0.196562, -0.33279, 0.300036, 0.58533, 0.125079, -0.020638, -0.437834, -0.373119, -0.148458, -0.354425, -0.279329, -0.184791, -0.184902, -0.327225, -0.633737]"
3760_5697__radial__exp4,3760_5697,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, -0.093581, -0.093581, null, null, null, null, null, null, null, 0.066232, 0.066232, null, null, null]"
3927_6884__angular__exp1,3927_6884,angular,exp1,2.0,22,"[-0.616661, -0.554408, -0.536211, -0.4001, -0.474811, -0.42164, -0.448989, -0.482609, -0.395289, -0.282935, -0.507501, -0.344284, -0.325451, -0.322182, 0.058428, -0.302702, -0.577669, -0.435554, -0.597017, -0.763782, -0.615794, -0.722301]"
3927_6884__angular__exp2,3927_6884,angular,exp2,2.0,22,"[0.025742, 0.130975, 0.058455, -0.377048, -0.678589, -0.774828, -0.775407, -0.776611, -0.601254, -0.45133, -0.494917, -0.500611, -0.379401, -0.357238, -0.459546, -0.010721, 0.247304, -0.094859, -0.161646, -0.471408, -0.667361, -0.499487]"
3927_6884__radial__exp2,3927_6884,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 0.0, 0.0, 0.0, 0.0, null, null, null]"
3927_6884__angular__exp3,3927_6884,angular,exp3,2.0,22,"[-0.661532, -0.063796, 0.13448, -0.011608, -0.221364, -0.376644, -0.552853, -0.218872, 0.022555, -0.282036, 0.097464, 0.047217, 0.002871, -0.158994, -0.342504, -0.012731, -0.146883, -0.218086, -0.465153, -0.462789, -0.097858, 0.145655]"
3927_6884__radial__exp3,3927_6884,radial,exp3,2.0,22,"[0.58858, -0.153605, -0.253564, -0.0, -0.0, -0.179191, -0.127384, -0.128846, -0.135682, -0.0, -0.109768, -0.155698, -0.216905, -0.154851, 0.625932, 0.034514, 0.087941, 0.311615, 0.514088, 0.070092, -0.227425, -0.241458]"
3927_6884__angular__exp4,3927_6884,angular,exp4,2.0,22,"[-0.318148, -0.026694, -0.293491, -0.304842, -0.287895, -0.577261, -0.533719, -0.574241, -0.503179, -0.364593, -0.22553, -0.394199, -0.273038, -0.249192, -0.506499, -0.381865, -0.380426, -0.34017, -0.50714, -0.639579, -0.267934, -0.162516]"
3927_6884__radial__exp4,3927_6884,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.26932, 0.26932, null, null, null, null, null, null, null, 0.712231, 0.712231, null, null, null]"
4288_5882__angular__exp1,4288_5882,angular,exp1,2.0,22,"[0.182471, 0.254803, -0.054814, -0.296984, -0.252456, -0.215594, -0.050831, -0.041679, 0.005716, 0.158602, -0.131407, -0.058059, 0.016593, -0.210783, -0.227652, 0.040049, 0.110562, -0.04808, 0.114198, -0.146792, -0.657836, -0.519237]"
4288_5882__radial__exp1,4288_5882,radial,exp1,2.0,22,"[null, null, null, -0.086949, -0.170379, -0.142397, 0.0, 0.0, -0.164361, null, -0.152674, -0.152674, 0.382909, -0.157591, -0.204673, 0.292446, 0.838997, null, null, null, -0.077991, 0.563928]"
4288_5882__angular__exp2,4288_5882,angular,exp2,2.0,22,"[-0.193457, -0.204159, 0.285231, 0.196946, -0.217388, 0.078416, -0.030611, -0.318105, -0.076083, 0.252835, 0.128343, -0.282471, -0.569096, -0.236182, -0.061382, -0.011879, -0.353178, -0.543642, -0.708641, -0.709462, -0.268873, -0.382642]"
4288_5882__radial__exp2,4288_5882,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, -0.0, -0.0, null, null, null, null, null, null, null, 0.0, 0.0, null, null, null]"
4288_5882__angular__exp3,4288_5882,angular,exp3,2.0,22,"[-0.529417, -0.037727, 0.362504, 0.218755, 0.177396, 0.394905, 0.297655, -0.273532, -0.48534, -0.455077, -0.271437, -0.19882, -0.312352, -0.280616, -0.202301, 0.222046, 0.404308, 0.409102, 0.043955, 0.080636, 0.49961, 0.463966]"
4288_5882__radial__exp3,4288_5882,radial,exp3,2.0,22,"[0.754046, 0.325867, 0.000823, 0.028552, 0.082482, 0.133353, -0.32544, -0.299637, 0.099739, 0.44659, 0.444036, 0.165689, 0.331387, 0.25156, 0.294535, 0.701689, 0.278091, -0.155298, -0.35371, 0.370061, 0.795113, -0.126032]"
4288_5882__angular__exp4,4288_5882,angular,exp4,2.0,22,"[-0.465993, 0.042578, -0.159323, -0.391036, -0.430495, -0.494656, -0.184261, -0.09877, -0.368485, -0.273625, 0.100701, -0.197252, -0.515503, -0.516423, -0.602416, -0.45807, -0.607149, -0.317577, 0.146907, -0.323358, -0.570242, -0.521771]"
4288_5882__radial__exp4,4288_5882,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.966355, 0.966355, null, null, null, null, null, null, null, 0.875056, 0.875056, null, null, null]"
4445_7636__angular__exp1,4445_7636,angular,exp1,2.0,22,"[-0.322221, -0.500604, -0.451391, -0.287578, -0.584719, -0.464983, -0.1958, -0.431754, -0.469874, -0.27657, -0.109574, -0.249083, -0.1791, 0.122922, 0.151385, 0.005134, -0.374423, -0.705318, -0.68426, -0.504106, -0.019649, -0.241726]"
4445_7636__radial__exp1,4445_7636,radial,exp1,2.0,22,"[null, 0.0, null, null, null, null, 0.0, 0.0, 0.168598, 0.0, null, null, null, null, null, null, null, null, null, null, null, null]"
4445_7636__angular__exp2,4445_7636,angular,exp2,2.0,22,"[0.014717, -0.49977, -0.380608, -0.4342, -0.630405, -0.448526, -0.464526, -0.899879, -0.449892, -0.420205, -0.86115, -0.716769, -0.501539, -0.530564, -0.620091, -0.663935, -0.807237, -0.5474, -0.553505, -0.733694, -0.638991, -0.555926]"
4445_7636__angular__exp3,4445_7636,angular,exp3,2.0,22,"[0.132186, 0.127603, -0.559878, -0.60008, -0.408971, -0.444441, -0.28235, -0.06305, -0.175696, 0.028262, 0.372677, 0.448174, 0.200895, -0.117661, -0.0863, 0.015719, 0.291246, 0.53075, 0.103985, 0.06396, 0.412957, 0.264316]"
4445_7636__radial__exp3,4445_7636,radial,exp3,2.0,22,"[0.0, null, null, null, -0.0, 0.0, -0.0, -0.0, null, -0.074722, -0.123155, null, null, null, null, null, null, null, null, null, null, null]"
4445_7636__angular__exp4,4445_7636,angular,exp4,2.0,22,"[-0.172482, -0.076894, -0.28302, -0.312773, 0.13214, -0.450166, -0.515875, -0.014142, -0.165362, -0.44819, -0.514476, -0.495994, -0.441136, -0.272877, -0.316868, -0.566269, -0.424296, -0.457384, -0.427692, -0.179559, -0.008008, -0.555854]"
4445_7636__radial__exp4,4445_7636,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, -0.0, -0.0, null, null]"
4707_3603__angular__exp1,4707_3603,angular,exp1,2.0,22,"[-0.402343, -0.225331, -0.349554, -0.420865, -0.273227, -0.116713, -0.355674, -0.219754, -0.177202, -0.189225, -0.040049, 0.159277, -0.09407, -0.233267, -0.160052, -0.041899, 0.349422, 0.52269, 0.184552, -0.356385, -0.062432, 0.105173]"
4707_3603__radial__exp1,4707_3603,radial,exp1,2.0,22,"[-0.271388, -0.531371, -0.160178, 0.069629, 0.496117, 0.854083, 0.576393, 0.213363, -0.208493, 0.356559, -0.050141, -0.367063, -0.273014, 0.391132, -0.282394, -0.448735, -0.021323, -0.164221, -0.253666, -0.37764, -0.018842, 0.013678]"
4707_3603__angular__exp2,4707_3603,angular,exp2,2.0,22,"[0.368599, 0.399755, -0.51902, -0.847824, -0.731324, -0.840441, -0.823075, -0.833317, -0.755358, -0.236205, 0.155635, 0.109161, -0.365499, -0.258167, 0.075915, -0.071282, -0.751204, -0.795876, -0.186348, -0.439744, -0.706246, 0.236402]"
4707_3603__radial__exp2,4707_3603,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, 0.905843, 0.905843, null, null, null, null, null, null, null, 0.325117, 0.325117, null, null, null]"
4707_3603__angular__exp3,4707_3603,angular,exp3,2.0,22,"[-0.533607, 0.100387, 0.155581, -0.128049, -0.382732, -0.137022, 0.004625, 0.004724, -0.187138, -0.831945, -0.920942, -0.405953, 0.046659, -0.228637, 0.200912, 0.601454, 0.090646, 0.116077, 0.291068, 0.239796, 0.371291, 0.308912]"
4707_3603__radial__exp3,4707_3603,radial,exp3,2.0,22,"[0.895182, 0.684985, 0.358753, -0.393316, -0.098278, 0.617471, 0.639211, 0.774187, 0.637275, 0.533663, 0.893585, 0.283665, -0.405094, 0.333943, 0.814673, 0.683081, 0.407693, 0.24345, -0.051976, 0.124117, 0.325087, 0.283788]"
4707_3603__angular__exp4,4707_3603,angular,exp4,2.0,23,"[0.152458, 0.092725, -0.59989, -0.872663, -0.352973, -0.209204, -0.602087, -0.443699, -0.19096, -0.441921, -0.64641, -0.865808, -0.884889, -0.822382, -0.874036, -0.318284, -0.250992, -0.786323, 0.180169, -0.021554, -0.753208, -0.930843, -0.873722]"
4707_3603__radial__exp4,4707_3603,radial,exp4,2.0,23,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 0.827805, 0.827805, null, null, null, null]"
5201_9485__angular__exp1,5201_9485,angular,exp1,2.0,22,"[0.138248, -0.040344, -0.266375, -0.096906, -0.238689, -0.246758, -0.409586, -0.343384, 0.099756, -0.023427, -0.120201, -0.143142, -0.126044, 0.039044, 0.102734, -0.064987, -0.528717, -0.463406, -0.098634, -0.005554, -0.120918, 0.03306]"
5201_9485__radial__exp1,5201_9485,radial,exp1,2.0,22,"[0.811652, -0.12393, 0.179048, 0.16126, 0.190274, -0.0, -0.0, 0.0, -0.216107, -0.289845, 0.259805, -0.008858, -0.26482, -0.343419, -0.250578, 0.248806, 0.358226, -0.072565, -0.190915, 0.027503, 0.04454, null]"
5201_9485__angular__exp2,5201_9485,angular,exp2,2.0,22,"[-0.55276, -0.894143, -0.875478, -0.877237, -0.854294, -0.804564, -0.77818, -0.381654, -0.058409, -0.055815, -0.056303, -0.429973, -0.674705, -0.684978, -0.605637, -0.405856, -0.471469, -0.217729, -0.340435, -0.261009, -0.254336, -0.224527]"
5201_9485__radial__exp2,5201_9485,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, 0.276571, 0.276571, null, null, null, null, null, null, null, -0.087744, -0.087744, -2e-06, -2e-06, null]"
5201_9485__angular__exp3,5201_9485,angular,exp3,2.0,22,"[-0.55276, -0.894143, -0.875478, -0.877237, -0.854294, -0.804564, -0.77818, -0.381654, -0.058409, -0.055815, -0.056303, -0.429973, -0.674705, -0.684978, -0.605637, -0.405856, -0.471469, -0.217729, -0.340435, -0.261009, -0.254336, -0.224527]"
5201_9485__radial__exp3,5201_9485,radial,exp3,2.0,22,"[null, null, null, null, null, null, null, null, 0.276571, 0.276571, null, null, null, null, null, null, null, -0.087744, -0.087744, -2e-06, -2e-06, null]"
5201_9485__angular__exp4,5201_9485,angular,exp4,2.0,22,"[-0.756935, -0.32765, -0.330982, -0.616822, -0.300906, 0.184812, -0.159063, -0.52104, -0.628808, -0.495586, -0.442823, -0.314928, -0.016554, -0.082742, -0.473343, -0.27855, -0.108114, -0.203411, -0.315694, -0.293684, -0.381277, -0.252616]"
5201_9485__radial__exp4,5201_9485,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.94247, 0.94247, null, null, null, null, null, null, null, 0.5078, 0.5078, null, null, null]"
5664_0764__angular__exp1,5664_0764,angular,exp1,2.0,22,"[-0.172235, -0.288526, -0.460367, -0.438738, -0.479653, -0.5743, -0.041128, -0.051737, -0.068177, -0.178026, -0.220524, -0.082043, -0.583743, -0.539342, -0.196564, -0.310911, -0.360983, -0.299326, -0.213952, -0.256718, -0.535964, -0.563833]"
5664_0764__radial__exp1,5664_0764,radial,exp1,2.0,22,"[0.50131, 0.344234, null, null, null, null, null, -0.136926, 0.375229, 0.968226, -0.083497, -0.172832, -0.138009, -0.0, 0.460883, 0.3408, -0.0, -0.0, -0.0, 0.0, null, null]"
5664_0764__angular__exp2,5664_0764,angular,exp2,2.0,22,"[-0.500473, -0.493804, -0.260035, -0.28688, -0.315179, -0.344693, -0.047315, 0.00922, -0.391299, -0.521759, -0.401682, -0.339459, -0.166573, -0.365083, -0.528283, -0.256288, -0.0369, -0.381502, -0.628003, -0.62926, -0.44365, 0.062722]"
5664_0764__angular__exp3,5664_0764,angular,exp3,2.0,22,"[-0.396715, -0.352473, -0.39895, -0.190588, -0.105447, 0.109882, 0.260438, 0.219245, 0.286941, 0.262403, 0.315575, 0.281331, 0.146108, -0.28094, -0.485658, 0.000844, 0.603792, -0.220149, -0.385057, -0.443086, -0.26546, -0.0653]"
5664_0764__radial__exp3,5664_0764,radial,exp3,2.0,22,"[0.855864, 0.44368, 0.295759, null, null, null, null, null, null, null, null, null, null, null, null, null, -0.0, 0.0, 0.062462, 0.283189, 0.196159, -0.150157]"
5664_0764__angular__exp4,5664_0764,angular,exp4,2.0,22,"[-0.731545, -0.871541, -0.513793, -0.015514, 0.103561, 0.042811, -0.066767, -0.09201, 0.165177, 0.487966, 0.357672, 0.274307, 0.107984, -0.385586, -0.246561, -0.3045, -0.095421, 0.035731, -0.071848, -0.176089, -0.425171, -0.312049]"
5664_0764__radial__exp4,5664_0764,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.757822, 0.757822, null, null, null, null, null, null, null, 0.267934, 0.267934, null, null, null]"
5745_6693__angular__exp1,5745_6693,angular,exp1,2.0,22,"[-0.660481, -0.459005, -0.048443, 0.096012, -0.075186, 0.070467, -0.003829, -0.11355, -0.078523, -0.362682, -0.645679, -0.563213, -0.478528, -0.339477, -0.14101, -0.051788, 0.042704, 0.09772, 0.158772, -0.09684, -0.157753, -0.312965]"
5745_6693__radial__exp1,5745_6693,radial,exp1,2.0,22,"[null, -0.267215, -0.337885, -0.333723, -0.406065, -0.326168, -0.173108, null, 0.697585, 0.640615, 0.480023, -0.250887, -0.283321, -0.177917, 0.152666, -0.317245, -0.320732, -0.134546, 0.178877, 0.068823, 0.180094, -0.004706]"
5745_6693__angular__exp2,5745_6693,angular,exp2,2.0,22,"[-0.464558, -0.806433, -0.928992, -0.303008, -0.343916, -0.84828, -0.583682, -0.541857, -0.554001, -0.39797, -0.588478, -0.32551, -0.058659, -0.233174, -0.375082, -0.710998, -0.74691, -0.50808, -0.413419, -0.77799, -0.834277, -0.740706]"
5745_6693__radial__exp2,5745_6693,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 0.0, 0.0, null, null, null]"
5745_6693__angular__exp3,5745_6693,angular,exp3,2.0,22,"[-0.342596, 0.297129, 0.111006, 0.325836, 0.525541, 0.292075, 0.182131, 0.169355, 0.149375, -0.093096, -0.056864, 0.012617, -0.406109, -0.178256, -0.187816, -0.601575, -0.42101, 0.131506, -0.258117, -0.068749, -0.17419, -0.460318]"
5745_6693__radial__exp3,5745_6693,radial,exp3,2.0,22,"[-0.122493, -0.302026, 0.088201, 0.290315, 0.441203, 0.755608, 0.810572, 0.586656, -0.022684, 0.777172, 0.257216, 0.1619, 0.304781, 0.05681, -0.332136, -0.250354, 0.54929, 0.24144, 0.087641, 0.509197, 0.338955, -0.235967]"
5745_6693__angular__exp4,5745_6693,angular,exp4,2.0,22,"[-0.238401, -0.314411, -0.525388, -0.714218, -0.41617, -0.233297, -0.38933, -0.133235, -0.387089, -0.776055, -0.249963, 0.058411, -0.213065, 0.007857, -0.269155, -0.453841, -0.488006, -0.231216, 0.44779, -0.153206, -0.204223, 0.02031]"
5745_6693__radial__exp4,5745_6693,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.931315, 0.931315, null, null, null, null, null, null, null, 0.982891, 0.982891, null, null, null]"
5789_8940__angular__exp1,5789_8940,angular,exp1,2.0,22,"[0.323167, 0.268292, -0.095611, -0.017495, -0.154836, -0.382336, -0.20132, -0.106758, -0.04571, -0.288732, -0.340285, -0.084543, -0.330053, -0.716633, 0.14061, 0.097257, -0.280425, -0.277746, -0.680321, 0.036546, 0.021676, -0.187354]"
5789_8940__radial__exp1,5789_8940,radial,exp1,2.0,22,"[0.0, -0.0, null, null, null, null, null, null, null, null, -0.153174, -0.0, null, null, null, null, null, null, null, null, null, null]"
5789_8940__angular__exp2,5789_8940,angular,exp2,2.0,22,"[-0.52333, -0.390751, -0.110379, -0.371704, -0.476508, -0.663634, -0.438039, 0.127426, -0.12729, -0.265473, -0.211833, -0.330596, -0.258775, -0.299913, -0.545336, -0.776133, -0.848379, -0.664684, 0.209065, 0.563454, 0.386036, 0.174748]"
5789_8940__angular__exp3,5789_8940,angular,exp3,2.0,22,"[-0.30381, -0.115186, 0.003863, -0.021811, -0.136501, -0.106651, 0.105092, -0.004374, -0.343023, -0.272626, -0.160488, -0.42173, -0.22536, 0.061285, 0.293919, 0.311427, -0.285271, -0.426134, 0.08593, -0.09554, -0.112117, 0.25771]"
5789_8940__radial__exp3,5789_8940,radial,exp3,2.0,22,"[null, 0.030342, 0.185914, 0.34031, 0.140016, -0.092247, 0.621718, 0.741503, 0.726042, 0.284786, -0.334193, 0.152383, 0.299381, 0.436858, 0.24638, -0.198094, 0.387906, 0.602132, 0.361882, 0.65585, 0.453993, -0.098851]"
5789_8940__angular__exp4,5789_8940,angular,exp4,2.0,22,"[null, null, null, null, 0.191176, -0.541212, -0.526194, -0.405576, -0.265968, 0.142656, 0.064304, -0.326374, -0.325904, -0.048048, -0.396295, -0.120997, 0.123578, -0.586713, -0.628011, -0.021026, 0.126396, -0.313949]"
5789_8940__radial__exp4,5789_8940,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 0.735228, 0.735228, null, null, null]"
