id,dyad,modality,condition,hz,n_samples,wcc_json
5851_5959__angular__exp1,5851_5959,angular,exp1,2.0,22,"[-0.503551, -0.475174, -0.449284, -0.242468, -0.158111, 0.049063, 0.160043, 0.135581, 0.178394, -0.114574, -0.297373, -0.488199, -0.451124, -0.484631, -0.14466, -0.517115, -0.480152, 0.217412, -0.019215, -0.388391, -0.61211, -0.575766]"
5851_5959__radial__exp1,5851_5959,radial,exp1,2.0,22,"[null, -0.155864, -0.06711, -0.096276, 0.390465, 0.499819, 0.58602, -0.136268, -0.17736, -0.168085, -0.011413, 0.103142, 0.422826, -0.083898, null, null, -0.117426, -0.299282, -0.233074, 0.558107, 0.786889, 0.405965]"
5851_5959__angular__exp2,5851_5959,angular,exp2,2.0,22,"[-0.747587, -0.869837, -0.626553, -0.211882, -0.458986, -0.635616, -0.367902, -0.066628, -0.33561, -0.391663, -0.622658, -0.827408, -0.592423, -0.527944, -0.765222, -0.460868, -0.45728, -0.666179, -0.666352, -0.795451, -0.753084, -0.679379]"
5851_5959__radial__exp2,5851_5959,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, -0.0, -0.0, null, null, null, null, null, null, null, -0.076949, -0.076949, null, null, null]"
5851_5959__angular__exp3,5851_5959,angular,exp3,2.0,22,"[0.19252, -0.248535, -0.333622, -0.495413, -0.601173, -0.48884, -0.261273, -0.111916, 0.110645, 0.174868, 0.100088, 0.131883, 0.11337, 0.049057, 0.042555, 0.140269, 0.151157, 0.066827, -0.088513, -0.075628, 0.102717, -0.208115]"
5851_5959__radial__exp3,5851_5959,radial,exp3,2.0,22,"[0.645036, 0.4339, 0.730721, 0.902403, 0.665729, 0.309451, -0.36517, -0.362313, -0.268554, -0.165982, 0.366208, -0.077475, -0.490927, -0.28554, -0.159011, -0.145482, 0.058058, -0.252256, 0.453207, 0.258484, 0.867405, 0.40601]"
5851_5959__angular__exp4,5851_5959,angular,exp4,2.0,22,"[-0.265951, -0.216516, -0.253555, 0.07125, -0.324161, -0.620641, -0.486153, -0.147131, -0.42859, -0.495761, -0.393179, -0.26055, -0.169988, -0.248866, -0.034713, -0.003371, -0.292808, -0.403539, -0.586663, -0.591181, -0.04048, -0.349638]"
5851_5959__radial__exp4,5851_5959,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, null, -0.0, null, null, null, null, null, null, null, -0.0, -0.0, null, null, null]"
6278_2987__angular__exp1,6278_2987,angular,exp1,2.0,22,"[-0.045961, -0.264646, -0.376589, 0.031167, -0.356016, -0.534931, -0.296676, -0.003536, 0.492933, 0.345454, -0.105807, 0.197579, 0.115127, -0.306774, -0.385028, -0.13163, 0.176893, 0.214158, -0.414247, 0.112303, 0.352371, 0.066878]"
6278_2987__radial__exp1,6278_2987,radial,exp1,2.0,22,"[null, null, -0.0, -0.0, -0.149459, 0.629492, 0.213868, -0.0, -0.0, 0.0, -0.29702, -0.0, 0.0, 0.682721, 0.016813, -0.033109, 0.138715, -0.0, -0.0, -0.012334, 0.006389, -0.0]"
6278_2987__angular__exp2,6278_2987,angular,exp2,2.0,22,"[-0.696496, -0.334494, -0.122319, -0.336486, -0.50882, -0.542638, -0.505805, -0.456738, -0.200788, 0.257839, 0.416633, 0.397567, -0.065463, 0.122355, 0.336223, -0.038407, -0.435931, -0.530913, 0.013329, -0.0347, -0.305353, -0.166662]"
6278_2987__angular__exp3,6278_2987,angular,exp3,2.0,22,"[0.208217, 0.12659, -0.096579, -0.340765, -0.08111, 0.06346, -0.247132, -0.550345, -0.48415, -0.00834, 0.346084, 0.341912, -0.130387, 0.126873, 0.334274, 0.114732, 0.196666, -0.287805, -0.610829, -0.63362, -0.428767, -0.143748]"
6278_2987__radial__exp3,6278_2987,radial,exp3,2.0,22,"[-0.119593, -0.384864, -0.244858, -0.121794, -0.083569, -0.211947, -0.301916, 0.179425, -0.048091, -0.345458, -0.119578, 0.149744, 0.251931, 0.719629, 0.558856, 0.309458, 0.694514, 0.912503, 0.738769, 0.641756, -0.332232, -0.352299]"
6278_2987__angular__exp4,6278_2987,angular,exp4,2.0,22,"[-0.215986, -0.456937, -0.432833, -0.399308, -0.430498, -0.221385, 0.138959, 0.246317, -0.004143, -0.613902, -0.584678, -0.341234, -0.337506, -0.175443, 0.292105, -0.098358, -0.222427, -0.077528, 0.088147, 0.058552, -0.314071, -0.288582]"
6278_2987__radial__exp4,6278_2987,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.312599, 0.312599, null, null, null, null, null, null, null, 0.165457, 0.165457, null, null, null]"
6974_9126__angular__exp1,6974_9126,angular,exp1,2.0,22,"[-0.182247, -0.351314, -0.244274, -0.361075, -0.387721, -0.206894, -0.010837, -0.243831, -0.30781, 0.163777, 0.521791, 0.044251, -0.331405, -0.545805, -0.203474, -0.575759, -0.64176, -0.015425, -0.261498, -0.026392, 0.018561, -0.241572]"
6974_9126__radial__exp1,6974_9126,radial,exp1,2.0,22,"[0.522808, 0.267816, 0.037292, 0.233769, 0.522666, 0.584893, -0.381827, -0.288769, -0.320493, 0.46767, 0.784911, -0.196673, 0.31717, 0.393213, -0.340998, -0.204201, -0.230283, -0.224969, 0.489052, 0.904792, 0.41934, 0.11556]"
6974_9126__angular__exp2,6974_9126,angular,exp2,2.0,22,"[-0.66505, -0.245898, -0.353312, -0.76174, -0.776978, -0.769849, -0.622185, -0.385845, -0.343302, -0.446054, -0.615942, -0.09996, -0.423304, -0.753057, -0.744043, -0.368905, -0.502684, -0.359331, 0.185289, -0.43592, -0.711405, -0.211771]"
6974_9126__radial__exp2,6974_9126,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, -0.154356, -0.152252, null, null, null, null, null, null, null, -0.0, -0.0, null, null, null]"
6974_9126__angular__exp3,6974_9126,angular,exp3,2.0,22,"[-0.32549, -0.116073, 0.060324, 0.012631, -0.011748, -0.136021, -0.157966, 0.145511, -0.136033, -0.249442, -0.113342, -0.076685, -0.144834, 0.103328, 0.113599, -0.140426, 0.054912, -0.221974, -0.449921, 0.365864, 0.451387, -0.276894]"
6974_9126__radial__exp3,6974_9126,radial,exp3,2.0,22,"[0.271629, -0.083675, -0.089874, 0.170042, 0.559824, 0.480187, 0.28809, 0.162598, -0.27834, -0.158786, 0.071666, 0.060466, 0.105891, -0.310716, 0.104202, 0.383279, 0.20163, 0.069257, 0.749773, 0.759756, 0.402727, 0.538046]"
6974_9126__angular__exp4,6974_9126,angular,exp4,2.0,22,"[-0.411093, -0.259597, -0.528719, -0.318495, -0.072053, -0.501105, -0.630591, -0.39745, -0.4844, -0.524154, -0.25449, -0.194761, -0.560841, -0.557484, -0.399737, -0.081227, -0.005057, -0.376356, -0.277953, -0.10533, -0.525108, -0.444703]"
6974_9126__radial__exp4,6974_9126,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.261615, 0.261615, null, null, null, null, null, null, null, 0.563809, 0.563809, null, null, null]"
7271_2723__angular__exp1,7271_2723,angular,exp1,2.0,22,"[-0.564252, -0.020254, -0.111683, -0.429086, -0.637936, -0.459872, -0.059285, 0.071579, 0.241685, 0.175422, -0.208494, -0.33723, -0.017957, -0.149014, -0.57919, -0.594286, -0.340269, -0.255311, -0.145235, -0.153234, -0.345711, -0.18217]"
7271_2723__radial__exp1,7271_2723,radial,exp1,2.0,22,"[-0.191919, -0.351365, -0.297887, 0.247526, 0.04059, -0.282506, -0.361097, -0.307053, -0.115966, 0.53422, 0.590596, -0.049118, -0.091896, -0.217785, null, null, -0.140922, -0.216137, -0.648209, null, null, null]"
7271_2723__angular__exp2,7271_2723,angular,exp2,2.0,22,"[-0.356831, -0.412746, -0.56181, -0.553877, -0.733764, -0.783333, -0.547134, -0.613655, -0.629607, -0.441113, -0.476686, 0.231982, 0.004426, -0.607363, -0.642947, -0.581809, -0.464814, -0.104165, 0.138927, -0.574853, -0.556077, -0.508776]"
7271_2723__radial__exp2,7271_2723,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, -0.121148, -0.121148, null, null, null, null, null, null, null, -0.148006, -0.148006, null, null, null]"
7271_2723__angular__exp3,7271_2723,angular,exp3,2.0,22,"[-0.21904, -0.301406, -0.456913, 0.085478, 0.147286, -0.118947, -0.267568, -0.066944, -0.214132, -0.243944, -0.214886, 0.073279, -0.198901, -0.414028, -0.306392, -0.210212, 0.564606, 0.798943, 0.596844, 0.052202, -0.269684, -0.342669]"
7271_2723__radial__exp3,7271_2723,radial,exp3,2.0,22,"[0.312315, -0.037784, -0.071082, -0.078103, 0.288287, 0.418314, 0.146194, -0.327843, -0.339079, -0.161321, 0.080028, 0.27146, 0.596214, 0.521825, 0.542026, 0.14783, 0.034581, 0.153069, 0.518924, 0.321741, 0.380949, 0.378988]"
7271_2723__angular__exp4,7271_2723,angular,exp4,2.0,22,"[-0.282747, -0.219265, -0.425345, -0.293992, -0.387942, -0.161808, -0.181936, -0.605846, -0.566651, -0.576032, -0.439635, -0.095126, -0.040319, -0.155703, -0.421016, -0.253198, -0.145421, -0.295808, -0.045716, -0.03533, -0.037654, -0.099216]"
7271_2723__radial__exp4,7271_2723,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.962582, 0.962582, null, null, null, null, null, null, null, 0.870607, 0.870607, null, null, null]"
7293_4474__angular__exp1,7293_4474,angular,exp1,2.0,22,"[-0.805953, -0.297424, 0.432574, 0.114704, -0.284455, -0.25093, -0.205283, -0.123508, -0.155036, -0.235894, 0.349322, -0.032456, -0.386734, 0.432972, -0.369318, -0.490637, -0.175038, -0.208664, -0.248767, -0.362232, -0.07365, -0.01041]"
7293_4474__radial__exp1,7293_4474,radial,exp1,2.0,22,"[null, -0.086629, -0.118225, -0.065164, -0.20918, -0.140682, -0.145739, -0.225914, -0.169806, 0.077276, 0.126606, -0.116619, -0.155703, 0.085165, 0.813572, -0.0, -0.101505, 0.846405, 0.879308, -0.11195, -0.170303, -0.159219]"
7293_4474__angular__exp2,7293_4474,angular,exp2,2.0,22,"[0.0578, 0.085898, 0.093447, -0.252773, -0.304598, -0.366003, -0.580219, -0.734033, -0.42045, -0.357643, -0.658216, -0.412215, 0.202592, 0.330119, -0.459664, -0.812315, -0.706067, -0.363811, -0.356418, -0.556608, -0.276992, -0.409419]"
7293_4474__radial__exp2,7293_4474,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, -0.137087, -0.137087, null, null, null, null, null, null, null, null, null, null, null, null]"
7293_4474__angular__exp3,7293_4474,angular,exp3,2.0,22,"[-0.570346, 0.195441, 0.361715, 0.13773, -0.151694, -0.586938, -0.088371, -0.080423, -0.116348, 0.115555, 0.065046, 0.0517, -0.47564, 0.002896, 0.281215, -0.270768, -0.30135, -0.409732, -0.355965, -0.012786, 0.289868, 0.377509]"
7293_4474__radial__exp3,7293_4474,radial,exp3,2.0,22,"[-0.154934, -0.012284, 0.165973, -0.353221, -0.377192, -0.292358, 0.227876, -0.002602, -0.319791, -0.119193, -0.060953, -0.049582, -0.225784, -0.102769, 0.295784, 0.816845, -0.101783, -0.352192, -0.349626, 0.607407, 0.570468, -0.217581]"
7293_4474__angular__exp4,7293_4474,angular,exp4,2.0,22,"[-0.298358, -0.445446, -0.728322, -0.688664, -0.189405, -0.456445, -0.454957, -0.34024, -0.289685, 0.235647, -0.152888, -0.4424, 0.018531, -0.205679, -0.446915, -0.491315, -0.485856, -0.524261, -0.518397, -0.488284, -0.569032, -0.721135]"
7293_4474__radial__exp4,7293_4474,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.918652, 0.918652, null, null, null, null, null, null, null, -0.13256, -0.13256, null, null, null]"
7380_2364__angular__exp1,7380_2364,angular,exp1,2.0,22,"[-0.484472, 0.092226, 0.241704, 0.397219, 0.401594, 0.131369, -0.375376, -0.498925, -0.18167, -0.122291, -0.217723, -0.101749, 0.039949, 0.115082, -0.041896, -0.2704, -0.266195, -0.521518, -0.45805, -0.441596, -0.709912, -0.254572]"
7380_2364__radial__exp1,7380_2364,radial,exp1,2.0,22,"[-0.0, -0.158731, -0.155202, -0.234152, -0.148386, null, null, 0.0, 0.0, -0.081764, -0.1398, -0.091481, null, null, 0.076626, -0.147791, -0.108525, -0.099248, -0.099076, 0.622312, 0.646184, -0.149605]"
7380_2364__angular__exp2,7380_2364,angular,exp2,2.0,22,"[-0.286913, -0.621835, -0.682028, -0.751377, -0.572584, -0.286296, -0.55147, -0.721234, -0.479767, -0.079737, -0.33924, -0.556189, -0.467451, -0.495002, -0.268544, -0.407016, -0.153772, 0.091303, 0.144777, 0.449735, 0.466229, 0.41503]"
7380_2364__angular__exp3,7380_2364,angular,exp3,2.0,22,"[0.277147, -0.378395, -0.195921, 0.130493, -0.378926, -0.550274, -0.648436, -0.315938, 0.046261, -0.020301, 0.082255, -0.342657, -0.587036, 0.067366, -0.52063, -0.442496, -0.165505, -0.054681, -0.359525, -0.528997, -0.509574, -0.267828]"
7380_2364__radial__exp3,7380_2364,radial,exp3,2.0,22,"[0.740972, 0.621458, 0.452991, 0.213745, 0.242038, 0.634283, 0.450981, 0.685547, 0.915363, 0.889532, 0.521767, 0.544822, 0.920689, 0.686498, 0.686396, 0.499835, 0.781057, 0.81656, 0.369488, -0.055029, -0.25709, -0.283053]"
7380_2364__angular__exp4,7380_2364,angular,exp4,2.0,22,"[-0.32812, -0.075844, -0.173452, 0.021976, -0.603555, -0.515547, -0.098015, -0.119853, -0.196616, -0.589795, -0.47137, -0.466095, -0.643924, null, null, null, -0.272184, 0.067539, 0.365373, 0.059026, 0.043296, -0.155859]"
7380_2364__radial__exp4,7380_2364,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, -0.150439, -0.150439, null, null, null, null, null, null, null, 0.351907, 0.351907, null, null, null]"
7415_8588__angular__exp1,7415_8588,angular,exp1,2.0,22,"[-0.457651, 0.078587, -0.12332, -0.267473, 0.144907, 0.3306, -0.075703, -0.119183, -0.251309, -0.668702, -0.521203, 0.201626, 0.388378, -0.185978, -0.341216, 0.141571, 0.299408, 0.332163, 0.267811, -0.245765, -0.402639, -0.002421]"
7415_8588__radial__exp1,7415_8588,radial,exp1,2.0,22,"[0.001386, -0.194071, 0.491587, 0.880213, 0.368911, 0.067881, 0.447367, 0.834974, 0.968644, 0.969743, 0.0, 0.0, -0.172442, -0.151036, 0.056909, -0.167555, 0.345745, 0.368785, -0.177061, null, -0.211811, -0.187527]"
7415_8588__angular__exp2,7415_8588,angular,exp2,2.0,22,"[-0.106609, -0.437296, -0.768915, -0.67186, -0.722145, -0.425119, -0.100428, 0.13103, 0.447596, 0.166104, -0.469614, -0.384912, -0.205644, 0.013165, 0.311224, -0.404839, -0.466887, -0.394568, 0.244307, 0.471022, -0.388157, -0.753228]"
7415_8588__radial__exp2,7415_8588,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, 0.911048, 0.911048, null, null, null, null, null, null, null, null, null, null, null, null]"
7415_8588__angular__exp3,7415_8588,angular,exp3,2.0,22,"[-0.049377, 0.032715, 0.003792, 0.251533, 0.454887, -0.44199, -0.541733, 0.202653, 0.329907, 0.553666, 0.427807, -0.613652, -0.317833, 0.057101, -0.106008, 0.336704, 0.254845, 0.110419, 0.151571, -0.367267, -0.531942, -0.416968]"
7415_8588__radial__exp3,7415_8588,radial,exp3,2.0,22,"[0.835832, 0.768189, -0.110456, -0.28484, 0.503341, 0.046902, -0.372994, -0.409568, -0.288224, -0.036384, 0.815889, 0.923371, 0.412818, -0.036381, 0.016821, 0.16426, -0.250015, -0.290542, 0.415556, 0.754072, 0.397636, 0.056513]"
7415_8588__angular__exp4,7415_8588,angular,exp4,2.0,22,"[-0.777747, -0.674041, -0.612161, -0.267919, 0.041388, -0.135009, -0.048884, 0.245403, -0.106936, -0.690984, -0.590713, -0.398739, -0.353754, -0.606167, -0.52032, 0.291493, 0.004213, -0.049478, 0.323725, 0.189191, -0.157575, 0.110719]"
7415_8588__radial__exp4,7415_8588,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.688138, 0.688138, null, null, null, null, null, null, null, 0.491028, 0.491028, null, null, null]"
7742_2258__angular__exp1,7742_2258,angular,exp1,2.0,22,"[-0.264718, 0.03352, 0.052003, -0.128132, 0.259053, 0.559951, 0.199293, 0.093162, -0.2494, -0.439253, 0.070742, -0.033328, 0.091721, 0.478053, 0.214001, -0.121085, -0.155335, 0.088618, 0.242167, 0.324273, 0.355115, 0.135925]"
7742_2258__radial__exp1,7742_2258,radial,exp1,2.0,22,"[-0.159584, -0.339388, -0.305071, -0.327078, -0.239371, -0.179304, null, null, null, -0.269355, -0.339851, -0.257902, -0.134504, -0.066435, null, -0.115169, -0.101847, 0.011441, -0.134271, 0.09662, -0.142359, -0.098194]"
7742_2258__angular__exp2,7742_2258,angular,exp2,2.0,22,"[-0.092332, 0.173286, -0.28233, -0.424015, -0.464742, -0.565723, -0.637147, -0.225589, 0.082282, -0.438412, -0.625475, -0.628644, -0.221681, -0.305687, -0.673739, -0.504652, -0.350301, -0.481145, -0.171716, 0.00995, -0.269021, -0.444945]"
7742_2258__radial__exp2,7742_2258,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, -0.103711, -0.103711, null, null, null, null, null, null, null, -0.1709, -0.1709, null, null, null]"
7742_2258__angular__exp3,7742_2258,angular,exp3,2.0,22,"[0.315492, 0.026397, -0.170447, -0.193092, 0.124188, 0.168406, 0.182227, 0.313716, -0.028086, -0.106441, -0.322409, -0.331742, 0.04562, 0.360032, 0.185826, -0.344513, -0.454389, -0.292075, -0.163733, -0.335964, -0.40096, -0.535687]"
7742_2258__radial__exp3,7742_2258,radial,exp3,2.0,22,"[0.992262, 0.174626, -0.389784, -0.117736, 0.050812, 0.169807, -0.081139, -0.014349, 0.236705, -0.230563, -0.356439, -0.143864, 0.33736, 0.471671, 0.907144, 0.636923, 0.347931, -0.432782, -0.306824, 0.459252, 0.452711, 0.360037]"
7742_2258__angular__exp4,7742_2258,angular,exp4,2.0,22,"[-0.416965, -0.010628, 0.07634, 0.339299, -0.006167, -0.021425, null, null, 0.371625, 0.390566, 0.246777, -0.741087, -0.524265, -0.281274, 0.0, 0.0, 0.0, -0.003229, -0.249642, -0.491824, -0.61738, -0.618675]"
7742_2258__radial__exp4,7742_2258,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, -0.0, -0.0, null, null, null, null, null, null, null, 0.246628, 0.246628, null, null, null]"
8135_5362__angular__exp1,8135_5362,angular,exp1,2.0,22,"[-0.881839, -0.299643, 0.22671, -0.330296, -0.703613, -0.725753, -0.15138, -0.038307, -0.425121, -0.43021, -0.486153, -0.290457, 0.128252, 0.083822, -0.03111, -0.029926, 0.164332, 0.319129, -0.424086, -0.608728, -0.421682, -0.587384]"
8135_5362__angular__exp2,8135_5362,angular,exp2,2.0,22,"[0.178212, 0.021703, -0.430933, -0.600035, -0.787964, -0.782869, -0.673331, -0.833428, -0.871413, -0.088827, -0.096256, -0.129194, 0.027098, -0.458756, -0.533259, -0.032333, -0.013151, -0.536876, -0.74944, -0.881522, -0.843107, -0.017654]"
8135_5362__radial__exp2,8135_5362,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, 0.0, 0.0, null, null, null, null, null, null, null, 0.0, 0.0, null, null, null]"
8135_5362__angular__exp3,8135_5362,angular,exp3,2.0,22,"[-0.352658, -0.227091, -0.275533, -0.227481, -0.19424, -0.390641, -0.434034, 0.116568, 0.122546, -0.303518, -0.249616, 0.266091, 0.216237, 0.180683, 0.377998, 0.155962, 0.00618, -0.176596, -0.120558, -0.13338, -0.210484, -0.21952]"
8135_5362__radial__exp3,8135_5362,radial,exp3,2.0,22,"[0.447782, 0.145301, 0.39099, 0.318134, 0.330515, 0.199707, -0.236727, -0.249051, -0.240281, 0.301253, 0.176, -0.258131, -0.349874, -0.216094, 0.154962, 0.022752, -0.076314, -0.064354, 0.134766, 0.281821, 0.046409, 0.099281]"
8135_5362__angular__exp4,8135_5362,angular,exp4,2.0,22,"[-0.913955, -0.101231, 0.459739, -0.406903, -0.687482, -0.55486, -0.187055, 0.012597, 0.064879, -0.123605, -0.174458, 0.055709, 0.085675, 0.052927, 0.141842, 0.174117, 0.545729, 0.49143, -0.247679, -0.478241, -0.701625, -0.326541]"
8135_5362__radial__exp4,8135_5362,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.351086, 0.351086, null, null, null, null, null, null, null, 0.709592, 0.709592, null, null, null]"
8175_3814__angular__exp1,8175_3814,angular,exp1,2.0,22,"[0.37621, 0.574382, 0.381946, 0.142631, 0.29457, 0.53008, -0.024659, -0.182844, -0.023363, 0.088716, 0.398028, 0.238806, 0.174515, -0.166685, -0.16656, -0.085656, -0.603279, -0.489819, 0.045823, 0.34486, 0.540734, 0.123433]"
8175_3814__radial__exp1,8175_3814,radial,exp1,2.0,22,"[0.942535, 0.703558, -0.310772, -0.22924, 0.549001, 0.638959, -0.157765, -0.11008, 0.036787, -0.044461, 0.069705, 0.027694, 0.11031, 0.688116, 0.43745, 0.425362, 0.249386, -0.329784, -0.531702, -0.429308, 0.391226, 0.294881]"
8175_3814__angular__exp2,8175_3814,angular,exp2,2.0,22,"[-0.49796, -0.384417, -0.63045, -0.340756, -0.158423, -0.35343, -0.096754, -0.493146, -0.701221, -0.187302, 0.085425, -0.155071, -0.186729, -0.122524, -0.264209, 0.061817, -0.059905, -0.141414, -0.020804, -0.20133, 0.228317, 0.492157]"
8175_3814__radial__exp2,8175_3814,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, 0.675507, 0.675507, null, null, null, null, null, null, null, -0.046778, -0.046778, null, null, null]"
8175_3814__angular__exp3,8175_3814,angular,exp3,2.0,22,"[-0.520835, 0.0799, -0.122439, -0.054893, 0.173014, 0.22448, -0.240779, 0.022215, 0.054001, -0.139925, -0.170892, -0.304706, -0.086408, 0.363779, 0.091005, -0.244222, -0.054124, 0.007188, -0.062703, -0.200761, -0.177094, -0.180382]"
8175_3814__radial__exp3,8175_3814,radial,exp3,2.0,22,"[0.784292, 0.403124, 0.349237, -0.326199, -0.548087, -0.098183, 0.325242, -0.336316, -0.396692, -0.246122, -0.442569, 0.453138, 0.200767, -0.275414, 0.201621, 0.473235, 0.723402, -0.091919, -0.167893, 0.139165, -0.318787, -0.582599]"
8175_3814__angular__exp4,8175_3814,angular,exp4,2.0,22,"[0.793072, -0.18842, -0.20475, 0.192179, -0.107992, 0.153099, -0.280459, -0.071184, 0.159084, -0.38254, -0.131537, 0.133962, null, null, null, null, -0.186869, -0.067711, -0.297208, -0.532637, -0.186711, -0.11248]"
8175_3814__radial__exp4,8175_3814,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, 0.979718, 0.979718, null, null, null, null, null, null, null, 0.785387, 0.785387, null, null, null]"
8235_2073__angular__exp1,8235_2073,angular,exp1,2.0,22,"[-0.132466, 0.467536, -0.650413, -0.492391, 0.08268, 0.265032, 0.303009, -0.138152, -0.005976, 0.193206, -0.210857, -0.231968, -0.333831, -0.603099, -0.639578, -0.75335, -0.306057, -0.156521, -0.42932, -0.058725, -0.156552, -0.289668]"
8235_2073__radial__exp1,8235_2073,radial,exp1,2.0,22,"[-0.661866, 0.457, 0.639281, 0.119929, -0.090816, -0.272449, -0.073497, 0.065285, -0.095103, -0.243661, -0.112777, null, -0.073531, -0.117814, -0.0, null, -0.0, -0.0, -0.0, -0.142814, -0.09651, -0.084684]"
8235_2073__angular__exp2,8235_2073,angular,exp2,2.0,22,"[-0.323416, 0.209004, 0.432155, -0.007267, 0.007971, 0.065683, -0.000767, -0.380909, -0.260778, -0.005818, 0.004752, 0.199996, 0.066564, -0.152664, -0.175735, -0.299263, -0.563827, -0.036749, 0.655598, 0.174613, 0.277491, 0.207519]"
8235_2073__radial__exp2,8235_2073,radial,exp2,2.0,22,"[null, null, null, null, null, null, null, null, 0.897142, 0.897142, null, null, null, null, null, null, null, 0.889704, 0.889704, null, null, null]"
8235_2073__angular__exp3,8235_2073,angular,exp3,2.0,22,"[-0.257916, -0.237705, -0.072322, 0.394551, 0.419449, 0.219413, -0.163027, -0.350641, -0.412655, -0.007142, 0.188361, 0.164112, 0.48, -0.025974, -0.123508, 0.207526, 0.109026, 0.346429, 0.353024, 0.030597, -0.522606, -0.621856]"
8235_2073__radial__exp3,8235_2073,radial,exp3,2.0,22,"[-0.184956, -0.383595, 0.154945, 0.583952, 0.390107, 0.194295, 0.581825, 0.168785, -0.330909, -0.266417, 0.785436, 0.599534, 0.337129, 0.728866, 0.198964, 0.126119, 0.055419, -0.010732, -0.329071, -0.056197, 0.188908, -0.224219]"
8235_2073__angular__exp4,8235_2073,angular,exp4,2.0,22,"[0.426892, 0.297698, -0.022435, -0.06132, 0.130728, 0.143292, 0.028749, -0.04739, -0.017779, -0.247855, -0.230628, -0.15596, 0.036179, 0.119127, -0.084438, -0.027968, 0.027841, 0.366016, 0.422569, 0.117908, 0.001889, -0.06957]"
8235_2073__radial__exp4,8235_2073,radial,exp4,2.0,22,"[null, null, null, null, null, null, null, null, -0.040639, -0.040639, null, null, null, null, null, null, null, 0.299433, 0.299433, null, null, null]"
8342_3341__angular__exp1,8342_3341,angular,exp1,2.0,22,"[-0.163285, -0.392581, -0.670351, -0.516082, -0.552663, -0.277663, -0.401536, -0.61591, -0.458247, -0.096129, -0.213716, -0.757807, -0.615683, -0.365912, -0.184473, -0.227339, -0.517234, -0.591075, -0.726881, -0.558454, -0.365455, -0.596827]"
